target,capacity,fitness,avg_eff,max_p,max_w,mean,min_p,min_w,std,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,w_0,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_8,w_9,w_10,w_11,w_12,w_13,w_14,w_15,w_16,w_17,w_18,w_19,w_20,w_21,w_22,w_23,w_24,w_25,w_26,w_27,w_28,w_29,w_30,w_31,w_32,w_33,w_34,w_35,w_36,w_37,w_38,w_39,w_40,w_41,w_42,w_43,w_44,w_45,w_46,w_47,w_48,w_49
GA_0.9,7535,1724.04931640625,2.9499998092651367,1000.0,958.0,523.0999755859375,37.0,2.0,301.7244567871094,673,476,111,596,853,934,156,582,321,828,102,536,252,37,115,218,542,517,592,618,753,726,871,778,458,694,689,149,177,63,477,716,517,819,46,463,865,153,779,549,178,67,901,303,421,673,572,615,1000,147,40,514,782,161,762,489,285,99,394,702,109,956,891,106,719,865,858,923,335,104,784,586,338,536,712,656,950,698,656,159,940,658,83,141,920,2,811,22,958,954,930,656,861,241,131,884,830,782,342,317
GA_0.9,7691,196.97996520996094,4.650000095367432,964.0,999.0,533.4199829101562,43.0,87.0,281.5726318359375,851,215,851,501,264,285,891,93,695,641,374,639,250,147,43,318,918,501,856,691,486,548,754,483,691,561,355,101,706,260,63,70,799,954,340,211,99,582,285,149,451,595,542,964,905,906,305,797,646,507,2,778,715,967,979,350,992,273,611,997,843,857,313,863,432,673,109,791,496,338,562,317,402,295,911,193,610,964,669,635,457,949,152,444,846,386,87,292,256,566,411,798,203,536,773,557,999,749,684,121
GA_0.9,11471,5226.2451171875,8.309999465942383,1000.0,958.0,472.9700012207031,37.0,1.0,304.7109069824219,435,476,111,915,334,934,156,582,321,521,102,536,252,37,157,218,542,517,439,618,643,777,871,119,545,694,689,149,109,63,477,716,211,819,46,463,865,153,779,549,178,67,629,303,421,621,572,181,1000,147,40,151,782,161,762,489,917,99,394,356,715,1,891,28,171,865,858,923,221,104,784,586,338,536,859,656,950,698,656,159,91,658,846,141,801,2,811,22,958,954,919,656,861,731,131,194,303,85,607,317
GA_0.9,15077,6297.8125,2.919999837875366,934.0,956.0,513.0999755859375,37.0,2.0,299.4200134277344,673,476,111,596,853,934,156,582,321,828,102,536,252,37,157,218,542,517,592,618,753,726,871,119,458,694,689,149,177,63,477,716,211,819,46,463,865,153,779,549,178,67,901,303,421,673,572,615,912,147,40,514,782,161,762,489,285,99,394,702,109,956,891,106,719,865,858,923,335,104,784,586,338,536,712,656,950,865,656,860,940,658,83,141,920,2,811,22,313,742,930,656,861,241,131,884,830,782,342,317
GA_0.9,17972,7309.61767578125,3.059999942779541,964.0,979.0,504.57000732421875,37.0,2.0,301.1385192871094,673,476,111,596,264,934,156,93,321,828,102,536,250,37,157,218,542,517,592,691,753,726,754,483,458,561,689,149,177,63,63,70,211,819,46,463,99,582,779,549,178,595,901,964,421,673,305,797,646,147,40,514,782,967,979,350,285,99,394,702,109,857,891,106,719,865,858,923,496,338,784,317,338,536,712,656,950,698,669,860,457,658,152,141,920,2,811,22,958,566,930,798,861,241,131,884,830,85,684,317
GA_0.9,18376,8434.6611328125,0.7199999690055847,952.0,997.0,495.9599914550781,1.0,28.0,304.7427673339844,851,630,952,501,334,285,891,870,584,841,102,120,644,147,157,318,918,517,439,618,486,548,754,140,691,694,509,897,109,208,672,70,909,819,575,284,99,507,285,549,178,941,200,303,1,108,313,883,730,147,664,484,782,119,762,350,992,273,611,997,715,857,177,28,938,701,655,924,496,104,784,187,338,654,930,656,950,964,90,860,91,784,410,49,801,386,87,103,57,780,411,252,203,724,77,194,111,782,607,317
GA_0.9,22515,347.50140380859375,2.9700000286102295,934.0,956.0,521.0900268554688,37.0,2.0,297.8323059082031,673,476,111,596,853,934,156,582,321,828,102,536,252,37,115,218,542,517,592,618,753,726,871,778,458,694,689,149,177,63,477,716,517,819,46,463,865,153,779,549,178,67,901,303,421,673,572,615,912,147,40,514,782,161,762,489,285,99,394,702,109,956,891,106,719,865,858,923,335,104,784,417,338,536,712,656,950,698,656,860,940,658,83,141,920,2,811,22,313,954,930,656,861,241,131,884,830,782,342,317
GA_0.9,2357,5325.125,8.379999160766602,1000.0,958.0,494.92999267578125,37.0,1.0,310.3822021484375,673,476,111,915,853,934,156,582,321,521,102,536,252,37,115,218,542,517,592,618,643,726,871,119,458,694,689,149,177,63,477,716,211,819,46,463,865,153,779,549,178,67,901,303,421,621,572,615,1000,147,40,151,782,161,762,489,917,99,394,702,109,1,891,106,719,865,858,923,221,104,784,586,338,536,859,656,950,698,656,159,91,658,83,141,920,2,811,22,958,954,930,656,861,731,131,194,830,782,342,317
GA_0.9,7538,6053.67431640625,2.930000066757202,1000.0,956.0,520.1500244140625,37.0,2.0,299.7456970214844,673,476,111,596,853,934,156,582,321,828,102,536,252,37,115,218,542,517,592,618,753,726,871,778,458,694,689,149,177,63,477,716,211,819,46,463,865,153,779,549,178,67,901,303,421,673,572,615,1000,147,40,514,782,161,762,489,285,99,394,702,109,956,891,106,719,865,858,923,335,104,784,586,338,536,712,656,950,865,656,860,940,658,83,141,920,2,811,22,313,742,930,656,861,241,131,884,830,782,342,317
GA_0.9,24088,7666.18359375,2.919999837875366,934.0,958.0,504.9700012207031,1.0,2.0,302.5213928222656,673,476,111,596,853,934,156,582,321,828,102,536,252,37,157,218,542,517,592,618,753,726,871,778,458,694,689,149,177,63,477,716,211,819,46,463,865,153,779,549,178,595,901,303,1,673,572,181,912,147,40,514,782,161,762,489,285,99,394,702,109,956,891,106,465,865,858,923,335,104,784,586,338,536,712,656,950,698,656,860,940,658,83,141,920,2,504,22,958,780,930,252,861,241,131,884,830,85,342,317
GA_0.9,7381,6085.44189453125,3.1399998664855957,964.0,956.0,503.75,37.0,2.0,300.0867919921875,673,476,111,596,853,934,156,582,321,828,102,536,250,37,157,218,542,517,592,618,753,726,754,119,458,694,689,149,177,63,63,70,211,819,46,463,865,582,779,549,178,67,901,964,421,673,305,615,912,147,40,514,782,161,762,489,285,99,394,702,109,956,891,106,719,865,858,923,496,104,784,317,338,536,712,656,950,698,669,860,457,658,83,141,920,2,811,22,313,566,930,656,861,241,131,884,830,782,684,317
GA_0.9,20587,8663.73046875,8.40999984741211,934.0,950.0,489.8599853515625,37.0,1.0,303.2441711425781,673,476,111,915,853,934,156,582,321,828,102,536,252,37,157,218,542,517,592,618,643,726,871,119,458,694,689,149,177,63,477,716,211,819,46,463,865,153,779,549,178,67,901,303,421,621,572,615,912,147,40,151,782,161,762,489,285,99,394,702,109,1,891,106,719,865,858,923,221,104,784,586,338,536,712,656,950,865,656,860,91,658,83,141,920,2,811,22,313,742,930,656,861,731,131,194,830,782,342,317
GA_0.9,7034,24.79998779296875,0.699999988079071,1000.0,958.0,518.8900146484375,4.0,83.0,299.1171569824219,673,719,183,596,853,964,63,275,850,828,889,643,709,934,115,218,542,120,592,237,753,726,871,119,458,669,999,456,177,63,4,617,211,338,404,139,727,773,779,54,776,176,901,460,421,673,635,615,1000,98,730,514,500,161,550,443,285,273,394,702,109,956,410,106,719,865,858,341,221,233,361,586,354,808,712,101,116,865,656,159,940,317,83,699,920,276,245,440,958,954,930,656,861,241,131,884,830,85,342,914
GA_0.9,23399,8353.84375,0.7799999713897705,952.0,964.0,492.1700134277344,63.0,22.0,295.361572265625,673,630,952,501,334,934,156,870,584,841,102,120,252,147,157,218,918,517,592,618,753,726,871,140,458,694,689,897,177,63,477,70,211,819,575,284,99,507,779,549,178,67,200,303,421,108,572,615,912,147,664,484,782,161,762,350,285,99,611,702,715,857,177,28,719,865,655,924,335,104,784,586,338,536,930,656,950,964,90,860,940,784,410,141,801,386,87,22,313,780,411,252,203,724,77,884,111,782,342,317
GA_0.9,4926,7349.62109375,3.0799999237060547,934.0,958.0,513.8800048828125,37.0,2.0,309.4336242675781,673,476,111,915,853,934,156,582,321,828,102,536,252,37,157,218,542,517,592,618,753,726,871,119,458,694,689,149,177,63,477,716,517,819,46,463,865,153,779,549,178,67,901,303,421,673,572,615,912,147,40,151,782,161,762,489,917,99,394,702,109,956,891,106,719,865,858,923,221,104,784,586,338,536,859,656,950,698,656,860,91,658,83,141,920,2,811,22,958,954,930,656,861,241,131,194,830,782,342,317
GA_0.9,7372,6909.34130859375,2.9599997997283936,964.0,956.0,508.260009765625,37.0,2.0,302.46051025390625,673,476,111,596,853,934,156,582,321,828,102,536,250,37,157,218,542,517,592,618,753,726,754,119,458,694,689,149,177,63,63,716,211,819,46,463,865,153,779,549,178,67,901,964,421,673,572,615,912,147,40,514,782,161,762,489,285,99,394,702,109,956,891,106,719,865,858,923,335,104,784,317,338,536,712,656,950,698,656,860,940,658,83,141,920,2,811,22,313,566,930,656,861,241,131,884,830,782,342,317
GA_0.9,19254,8498.9150390625,2.559999942779541,941.0,997.0,500.8399963378906,37.0,2.0,301.15472412109375,851,476,111,501,853,285,156,582,584,828,102,120,644,37,157,318,542,517,439,618,486,548,871,140,458,694,509,897,109,63,477,716,517,819,46,284,865,507,285,549,178,941,200,303,421,673,572,883,730,147,40,484,782,161,762,489,992,99,394,997,715,857,177,28,719,701,655,923,496,104,784,187,338,536,930,656,950,964,656,860,940,784,410,49,920,2,87,22,57,742,411,252,861,724,77,884,111,782,607,317
GA_0.9,13940,22.7490234375,1.9899998903274536,977.0,981.0,472.3699951171875,8.0,6.0,289.0293273925781,208,664,668,63,977,465,719,158,389,687,694,975,201,662,109,685,103,623,83,168,8,503,815,669,902,190,156,26,772,866,929,574,65,399,675,691,786,505,819,176,891,244,756,530,559,684,494,317,718,311,419,981,173,39,469,519,62,890,831,6,784,182,367,151,37,612,183,893,803,135,404,401,321,483,660,605,363,735,879,550,957,302,512,560,75,163,346,180,820,633,273,487,655,882,382,244,60,242,55,141
GA_0.9,23567,271.6201171875,0.44999998807907104,870.0,992.0,452.42999267578125,1.0,22.0,267.9090270996094,435,630,111,501,334,391,156,870,332,521,102,536,252,157,157,318,33,517,439,618,643,548,427,483,545,694,509,533,109,208,477,70,204,819,575,402,865,153,48,549,178,595,200,303,1,400,313,181,730,147,664,484,782,119,762,489,992,273,808,195,715,765,313,28,465,701,655,924,335,104,784,187,338,295,930,656,950,964,452,860,91,92,846,444,801,326,504,22,256,780,411,252,865,731,77,194,537,782,607,317
GA_0.9,20024,31.589942932128906,2.669999837875366,934.0,982.0,466.8800048828125,37.0,2.0,278.7922668457031,435,476,111,762,334,934,156,158,321,841,102,536,644,37,109,367,368,517,439,168,643,503,815,778,886,190,156,149,109,594,477,878,65,62,46,463,786,153,838,747,891,244,629,530,271,684,572,181,912,147,348,151,197,425,762,576,313,545,780,895,784,514,367,151,171,612,183,893,335,104,784,401,338,483,300,656,950,982,704,860,565,302,846,141,75,2,811,22,313,742,411,578,865,731,558,223,303,432,673,317
GA_0.9,4898,163.29000854492188,3.2799999713897705,1000.0,958.0,512.75,37.0,2.0,308.002685546875,673,476,111,596,853,934,156,582,321,828,102,536,252,37,115,218,542,517,592,618,753,726,871,119,458,694,689,149,177,63,477,716,211,819,46,463,865,773,779,549,178,67,901,303,421,673,572,615,1000,147,40,514,782,161,762,443,285,99,394,702,109,956,891,106,719,865,858,923,221,104,784,586,338,536,712,656,950,865,656,159,940,658,83,141,920,2,811,22,958,954,930,656,861,241,131,884,830,85,342,317
GA_0.9,19885,32.8798828125,0.60999995470047,984.0,982.0,508.1300048828125,34.0,57.0,288.058837890625,317,140,204,762,174,66,459,75,446,236,335,824,180,277,599,367,711,588,483,133,167,264,389,440,703,857,457,897,566,616,34,971,909,62,421,284,703,275,767,984,404,941,695,603,271,108,761,883,603,59,348,800,728,908,467,576,747,545,521,895,960,514,177,501,938,856,909,968,271,833,203,682,446,190,300,138,444,982,196,572,565,155,410,712,980,525,825,901,57,196,411,921,291,724,558,223,111,121,207,835
GA_0.9,18901,350.53466796875,0.5099999904632568,964.0,999.0,531.1099853515625,37.0,85.0,281.33636474609375,673,476,851,501,264,934,156,93,321,641,374,536,250,37,43,318,542,517,592,691,753,726,754,483,458,561,355,149,706,260,63,70,211,819,46,463,99,582,779,149,178,595,542,964,905,673,305,797,646,507,40,514,715,967,979,350,285,99,394,702,843,857,891,106,719,673,858,791,496,338,784,317,338,536,712,656,610,964,669,635,457,949,152,444,920,386,811,292,958,566,930,798,861,241,131,884,999,85,684,317
GA_1.0,8602,415.6199951171875,1.0899999141693115,968.0,969.0,476.510009765625,4.0,28.0,277.81829833984375,520,935,678,338,783,77,604,123,240,254,561,604,469,4,67,363,579,165,614,788,961,798,968,823,427,582,763,503,141,514,550,12,370,786,441,726,676,217,55,967,682,38,482,567,410,48,347,750,427,197,681,28,619,176,572,861,42,917,645,425,114,364,936,818,407,839,912,238,90,185,771,228,762,234,515,662,381,318,767,381,969,340,29,642,544,822,176,372,772,281,462,361,290,699,209,304,641,669,53,134
GA_1.0,16386,165.60000610351562,1.159999966621399,990.0,991.0,530.5999755859375,26.0,20.0,286.86798095703125,769,225,762,666,755,789,327,603,63,318,739,883,349,656,699,675,834,452,837,688,327,402,783,51,990,512,26,979,462,508,839,29,532,854,267,167,958,953,858,855,308,713,449,385,209,339,450,338,294,384,959,818,542,20,261,991,172,271,154,206,763,843,54,951,87,550,566,673,35,292,399,442,782,538,897,102,848,409,669,841,829,574,734,243,507,593,450,848,708,961,408,65,792,537,170,110,575,97,480,934
GA_1.0,17110,280.1701354980469,1.7299998998641968,979.0,995.0,524.1400146484375,4.0,18.0,281.990966796875,520,935,678,338,755,77,604,835,653,409,561,883,560,4,699,675,834,452,837,688,961,798,968,823,668,512,730,979,141,514,550,690,532,854,267,726,73,217,55,855,308,531,482,570,831,339,347,774,427,368,681,875,542,20,572,991,42,89,154,206,114,433,885,818,407,550,566,18,35,292,46,442,782,538,511,787,185,318,767,841,969,340,29,699,544,593,958,372,772,281,462,361,290,699,995,304,641,97,480,134
GA_1.0,20846,127.0201187133789,0.7999999523162842,990.0,981.0,514.22998046875,12.0,29.0,288.8492431640625,520,935,678,338,755,77,604,603,63,254,739,604,560,675,67,363,119,452,837,688,961,446,968,51,990,512,730,979,141,414,839,12,370,786,718,726,958,217,858,967,682,38,449,567,410,48,347,338,294,197,681,818,619,176,490,861,42,89,154,425,763,364,936,818,981,839,566,238,90,185,595,442,371,565,511,662,848,409,767,841,969,574,29,699,544,593,176,153,708,483,462,361,792,537,452,876,641,97,53,134
GA_1.0,20987,173.1896514892578,1.0099999904632568,968.0,991.0,546.9000244140625,38.0,28.0,267.59002685546875,896,935,678,97,755,77,327,603,653,254,739,604,831,656,699,363,579,165,934,788,961,798,968,823,427,582,763,503,141,850,550,467,532,854,267,726,676,217,858,967,682,38,482,567,410,576,347,750,427,197,834,28,542,176,261,991,659,271,154,206,763,843,885,818,391,839,912,238,35,292,771,442,782,538,839,662,381,318,669,381,622,340,734,642,544,593,450,848,708,961,408,65,290,699,170,304,641,97,480,134
GA_1.0,25476,8.310352325439453,0.7399999499320984,990.0,991.0,557.75,49.0,35.0,267.55621337890625,684,715,762,97,755,789,211,603,653,318,739,883,560,675,699,675,119,452,837,688,732,446,203,51,990,512,730,979,49,414,839,467,532,854,718,167,958,228,858,855,308,100,449,570,188,339,450,338,684,829,459,875,542,594,490,991,960,89,154,206,763,556,54,710,981,550,566,673,35,664,595,442,782,565,511,787,185,409,669,841,480,190,734,185,886,593,752,848,708,483,408,65,792,537,452,876,826,97,480,934
GA_1.0,15713,88.7409439086914,0.8799999952316284,968.0,995.0,500.989990234375,4.0,29.0,273.4045104980469,520,935,678,338,783,77,604,123,240,409,561,883,560,4,699,363,579,165,614,688,961,798,968,823,427,512,730,503,141,514,550,12,532,854,441,726,676,217,55,855,308,38,482,570,831,339,347,750,427,197,681,875,619,176,572,861,42,89,154,425,114,364,936,818,407,839,566,238,35,292,771,442,762,538,515,787,381,318,767,841,969,340,29,699,544,822,176,372,772,281,462,361,290,699,995,304,641,97,480,134
GA_1.0,9172,141.74986267089844,0.7199999690055847,979.0,969.0,493.79998779296875,4.0,29.0,269.7494812011719,520,935,762,338,783,789,604,603,63,254,739,604,560,4,67,363,119,452,614,688,959,446,203,823,427,582,730,979,141,414,550,12,370,854,718,167,676,217,55,855,682,38,482,570,831,339,347,338,294,197,459,818,619,176,572,861,42,917,154,425,763,556,54,670,407,550,566,238,90,292,771,442,762,565,515,787,848,409,767,381,969,340,29,642,886,593,176,372,708,281,462,361,792,699,209,876,641,97,480,134
GA_1.0,16366,1578.8243408203125,1.1699999570846558,990.0,991.0,534.72998046875,26.0,20.0,277.472900390625,769,225,762,666,755,789,327,603,653,318,739,883,349,656,699,675,834,452,934,688,732,402,783,51,990,512,26,979,462,508,839,29,532,854,267,167,73,953,858,855,308,713,449,385,209,576,450,338,294,384,834,818,542,20,261,991,172,271,154,206,763,843,54,951,391,550,566,673,35,292,399,442,782,538,839,102,848,409,669,841,622,574,734,243,507,593,450,848,708,961,408,65,792,592,170,110,575,97,480,934
GA_1.0,20801,4459.93603515625,0.949999988079071,990.0,969.0,512.47998046875,4.0,28.0,290.5727233886719,896,225,678,97,783,789,327,123,653,318,739,604,469,4,67,675,579,452,934,688,961,745,968,823,990,512,763,979,325,514,550,12,370,786,441,726,73,953,858,855,682,100,482,777,410,576,450,774,427,384,681,28,542,176,261,861,42,271,154,425,114,843,936,710,407,550,912,238,90,185,771,442,782,234,839,102,381,409,767,381,969,340,734,243,507,822,176,848,772,281,408,361,290,592,170,110,641,97,53,934
GA_1.0,2291,461.0796813964844,1.0799999237060547,990.0,981.0,505.8599853515625,3.0,20.0,298.3265380859375,769,935,268,666,755,613,104,603,668,158,739,883,349,656,699,3,834,452,837,788,327,401,615,823,990,36,26,115,325,508,434,467,370,842,220,167,676,953,858,855,308,98,284,385,209,947,347,338,294,384,834,875,981,20,572,931,172,783,154,206,114,433,54,951,87,839,912,673,340,292,46,228,945,538,839,102,185,832,669,841,829,785,23,243,838,593,176,848,708,281,462,65,595,537,209,234,641,588,480,622
GA_1.0,4533,367.6476745605469,0.85999995470047,990.0,991.0,526.8200073242188,4.0,28.0,269.653076171875,896,935,762,97,755,77,604,123,653,318,739,604,831,4,67,363,579,452,614,788,732,798,783,823,990,512,763,979,141,514,434,467,370,786,441,726,676,953,55,855,682,100,449,567,209,576,450,774,684,197,681,28,542,176,261,991,659,271,645,206,763,364,885,710,407,550,912,673,90,292,399,228,762,538,839,662,381,318,669,841,969,574,734,243,507,822,450,372,772,281,408,361,290,592,170,110,826,97,480,134
GA_1.0,15098,13.400390625,1.100000023841858,981.0,995.0,532.3499755859375,3.0,18.0,297.9444580078125,896,342,268,97,724,613,104,835,653,740,359,960,831,486,949,3,243,69,934,648,732,745,615,195,668,36,981,115,325,850,434,467,882,359,220,459,73,324,980,716,161,100,569,777,188,576,428,774,684,368,834,875,981,556,837,69,659,783,522,797,665,433,885,710,391,216,782,18,418,664,46,475,945,858,839,604,185,832,632,912,622,190,23,185,838,664,958,62,248,54,79,480,595,592,995,234,826,588,402,622
GA_1.0,12216,145.38430786132812,0.6899999976158142,990.0,991.0,520.739990234375,4.0,29.0,293.741943359375,769,935,762,338,755,789,327,603,63,254,739,883,560,4,67,675,119,452,614,688,959,446,203,51,990,582,730,979,141,414,550,29,532,854,267,167,958,953,55,855,682,38,449,385,831,339,347,338,294,384,959,818,619,176,572,991,172,271,154,425,763,843,54,951,407,550,566,673,90,292,399,442,762,565,515,102,848,409,767,381,829,340,29,642,886,593,450,848,708,961,462,65,792,537,170,876,641,97,480,934
GA_1.0,4705,939.2973022460938,1.2799999713897705,990.0,991.0,525.4400024414062,26.0,20.0,285.51788330078125,769,225,762,666,755,789,327,603,668,158,739,883,349,656,699,675,834,452,837,788,327,402,783,51,990,36,26,115,325,508,839,467,532,854,220,167,958,953,858,855,308,713,449,385,209,339,347,338,294,384,834,818,981,20,572,991,172,271,154,206,763,843,54,951,87,550,566,673,35,292,399,228,945,538,897,102,848,409,669,841,829,574,23,243,507,593,450,848,708,961,462,65,595,537,209,234,641,588,480,622
GA_1.0,7030,1806.369873046875,0.7199999690055847,990.0,991.0,528.9400024414062,3.0,46.0,275.7914123535156,896,935,268,97,755,613,604,603,653,158,739,604,831,4,699,3,579,452,614,788,327,798,615,823,990,36,763,979,141,508,434,467,370,786,441,726,676,953,858,855,308,98,449,567,209,576,450,338,294,384,681,875,542,176,261,991,659,783,645,206,763,364,54,710,87,550,912,673,90,292,46,228,945,538,839,102,381,318,669,841,969,785,734,243,838,822,450,372,708,281,462,361,595,592,209,110,826,588,480,134
GA_1.0,8974,1415.662109375,0.7399999499320984,990.0,991.0,537.2999877929688,4.0,28.0,270.1379699707031,896,225,678,97,755,789,604,123,653,318,739,604,831,4,67,363,579,452,614,688,961,798,783,823,990,512,763,979,325,514,550,467,370,786,441,726,676,953,858,855,682,100,449,777,410,576,450,774,427,197,681,28,542,176,261,991,659,271,645,425,763,364,936,710,407,550,912,238,90,292,399,442,782,234,839,662,381,318,767,381,969,340,734,243,507,822,176,848,772,281,408,361,290,592,170,110,826,97,53,934
