i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,i_19,i_20,i_21,i_22,i_23,i_24,i_25,i_26,i_27,i_28,i_29,i_30,i_31,i_32,i_33,i_34,i_35,i_36,i_37,i_38,i_39,i_40,i_41,i_42,i_43,i_44,i_45,i_46,i_47,i_48,i_49,i_50,i_51,i_52,i_53,i_54,i_55,i_56,i_57,i_58,i_59,i_60,i_61,i_62,i_63,i_64,i_65,i_66,i_67,i_68,i_69,i_70,i_71,i_72,i_73,i_74,i_75,i_76,i_77,i_78,i_79,i_80,i_81,i_82,i_83,i_84,i_85,i_86,i_87,i_88,i_89,i_90,i_91,i_92,i_93,i_94,i_95,i_96,i_97,i_98,i_99,i_100,i_101,i_102,i_103,i_104,i_105,i_106,i_107,i_108,i_109,i_110,i_111,i_112,i_113,i_114,i_115,i_116,i_117,i_118,i_119,target,mean,std,median,max,min,maxmin,small,medium,large,huge
60,42,57,48,51,60,47,42,43,49,53,59,48,47,52,44,57,60,43,60,60,53,41,51,59,46,51,57,47,40,50,48,60,49,42,60,45,58,54,41,47,43,54,60,48,51,54,59,45,51,54,48,48,51,56,58,49,47,51,42,52,40,53,56,50,53,52,47,47,58,52,42,58,51,51,47,41,60,41,55,40,55,51,43,51,52,51,54,47,50,40,57,48,43,60,60,60,58,47,43,48,55,47,45,54,46,54,47,54,53,56,54,41,55,55,49,41,42,52,43,BF,0.335611111,0.036098173,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
56,50,42,48,55,50,58,42,49,60,54,54,56,53,51,54,41,51,50,54,47,54,50,50,49,41,53,50,56,45,44,60,46,56,45,54,51,49,50,60,54,56,58,50,47,54,58,49,50,41,40,40,53,49,42,52,58,53,45,40,42,52,55,42,50,48,58,42,47,52,54,60,44,50,40,48,60,45,56,49,45,48,58,56,53,60,48,45,48,58,56,42,47,54,47,44,51,42,51,51,48,54,50,41,53,56,41,56,52,45,45,49,42,54,44,47,53,53,46,44,BF,0.338722222,0.035658886,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0
47,58,54,55,56,41,45,53,41,54,50,46,58,52,54,53,48,40,59,54,50,55,52,43,60,46,43,46,59,48,53,56,59,43,47,54,43,54,49,41,52,49,51,54,48,58,54,42,53,43,44,45,55,44,52,50,52,43,53,53,57,52,48,55,52,46,58,58,48,46,59,45,55,49,43,54,53,50,53,54,49,49,50,49,54,52,48,43,44,41,56,44,44,58,48,54,55,57,52,41,41,52,56,44,42,48,46,44,57,59,59,52,46,47,45,52,58,47,46,46,BF,0.334833333,0.033243155,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
50,58,52,52,54,53,42,56,46,53,60,60,41,46,52,51,46,57,55,46,55,56,52,60,60,40,46,50,51,45,54,54,55,43,42,51,46,57,47,60,48,41,53,53,44,45,58,55,47,55,60,43,51,53,47,46,51,55,59,47,55,54,41,46,58,42,54,46,49,47,60,60,57,50,57,52,41,52,44,56,60,46,48,48,44,54,51,53,58,46,50,40,46,42,58,60,47,46,47,58,60,60,53,52,44,48,42,55,47,52,43,48,50,43,46,58,59,45,45,46,BF,0.339555556,0.03922435,0.34,0.4,0.266666667,1.5,0,0.441666667,0.558333333,0
47,48,54,50,58,58,52,54,53,44,54,52,58,52,56,52,40,58,51,58,48,44,52,50,42,43,57,42,40,50,48,58,50,43,50,50,50,47,57,50,46,58,58,50,57,48,42,55,55,42,57,42,45,53,48,41,57,52,45,57,58,50,42,44,56,58,50,40,50,48,52,60,58,58,50,50,45,58,52,48,56,50,47,49,50,53,54,58,40,50,53,41,50,42,45,50,42,50,50,58,54,51,42,47,47,45,48,58,58,50,49,44,47,54,60,60,52,50,48,42,BF,0.337722222,0.032972793,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0
54,60,47,58,47,59,60,49,53,50,54,52,47,56,46,52,56,49,45,54,49,51,41,50,42,47,44,49,53,54,51,45,60,54,48,48,50,60,56,54,50,60,54,40,47,44,49,50,53,47,58,48,56,49,55,40,54,50,41,58,57,47,44,54,40,45,55,49,57,57,49,51,42,56,55,46,55,58,45,44,53,56,48,55,60,50,40,54,51,53,40,58,41,53,43,48,52,45,51,55,56,56,51,55,44,47,49,52,43,47,53,51,41,53,46,53,43,60,60,47,BF,0.336888889,0.037463293,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0
51,57,57,53,43,57,42,52,52,46,50,54,52,40,54,44,52,52,44,50,59,48,44,47,47,46,57,58,42,50,50,60,59,51,46,59,59,46,40,53,51,59,50,57,50,43,54,53,50,40,43,51,56,41,46,51,57,45,45,50,53,49,53,51,44,48,51,43,60,44,59,46,47,53,51,53,53,48,54,58,52,52,40,56,43,57,55,44,58,44,48,46,47,50,46,54,55,51,45,52,52,49,58,55,47,43,52,42,50,51,56,54,43,53,46,57,60,44,48,48,BF,0.333277778,0.03630451,0.333333333,0.393333333,0.266666667,1.475,0,0.55,0.45,0
55,49,53,49,57,49,44,52,54,46,51,56,59,51,50,56,54,48,55,60,59,57,43,48,56,48,40,45,51,54,47,44,46,51,59,52,44,41,48,45,50,59,54,54,46,58,43,59,46,47,50,56,53,46,51,52,55,60,60,54,47,51,49,53,46,60,45,54,53,47,43,59,54,48,54,52,50,43,54,42,41,56,53,44,44,51,41,52,50,46,59,57,45,50,48,54,43,41,47,51,46,60,59,44,45,47,45,60,55,44,47,48,45,48,44,51,60,60,51,52,BF,0.336277778,0.037868472,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
60,49,56,48,49,46,53,58,48,46,52,41,52,49,46,49,54,52,53,60,60,49,49,46,55,52,52,55,43,53,53,51,46,42,50,43,59,53,53,44,53,56,43,56,51,48,45,57,58,48,44,52,48,50,56,49,60,46,41,50,58,60,49,44,50,51,41,49,54,52,53,42,55,41,60,49,55,55,49,55,58,48,54,41,42,55,59,44,52,47,55,44,45,49,55,41,40,52,55,59,60,48,52,56,43,56,46,46,51,43,55,45,50,42,50,55,53,45,49,48,BF,0.335777778,0.035655089,0.333333333,0.4,0.266666667,1.5,0,0.541666667,0.458333333,0
53,57,50,52,52,54,40,55,44,55,40,56,48,45,49,56,43,51,50,58,56,47,57,49,47,54,42,44,45,51,58,49,57,47,43,54,49,51,56,47,57,52,46,53,55,50,49,51,49,55,49,60,58,48,52,43,44,55,58,52,41,48,49,40,53,55,54,48,43,55,58,46,52,47,51,40,51,41,55,52,49,48,48,41,59,53,43,47,52,56,42,45,60,60,46,42,51,49,50,52,55,54,43,49,57,58,51,44,58,47,47,57,41,44,58,58,58,45,46,60,BF,0.339,0.040663498,0.346666667,0.4,0.266666667,1.5,0,0.441666667,0.558333333,0
53,51,56,51,48,49,43,46,53,45,60,49,54,43,47,58,50,52,58,42,50,59,43,59,48,49,51,49,40,58,49,48,41,51,51,47,58,51,59,47,43,55,58,49,45,58,40,52,43,48,46,57,47,53,53,47,60,60,60,52,50,43,60,60,40,44,60,60,50,48,59,48,41,59,53,55,59,43,50,42,41,47,43,60,55,44,51,60,60,56,60,43,60,57,51,60,49,52,42,53,58,45,50,49,52,49,41,49,48,60,47,53,60,60,44,46,51,50,42,49,BF,0.334722222,0.037472887,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0
57,49,48,44,58,44,49,55,50,56,60,60,44,48,54,54,53,57,46,51,57,48,53,42,46,60,50,57,52,40,43,52,59,47,55,50,58,58,53,48,54,56,40,56,53,54,56,51,44,46,49,57,58,46,52,54,50,60,60,60,50,40,40,52,42,50,43,48,46,56,59,49,46,47,57,58,49,53,49,49,48,42,56,58,46,41,48,58,57,45,50,48,43,54,58,57,60,46,48,45,60,54,45,55,53,56,42,51,44,43,49,44,47,44,50,60,44,53,60,45,BF,0.336388889,0.03966146,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
48,45,54,49,60,45,49,54,47,59,54,53,54,48,59,54,57,48,41,47,55,47,43,50,53,49,47,46,51,54,48,50,44,44,52,52,60,59,51,54,40,53,43,50,60,55,54,54,41,55,43,60,47,46,54,50,53,54,43,53,40,57,56,50,48,56,46,57,44,45,54,48,54,40,41,52,57,49,42,58,43,42,58,50,45,51,55,54,51,50,41,58,44,51,42,54,50,60,50,59,40,41,55,45,50,48,55,59,48,43,48,54,60,47,45,48,60,48,49,53,BF,0.342388889,0.039471729,0.34,0.4,0.266666667,1.5,0,0.45,0.55,0
45,58,60,54,57,47,41,52,48,55,49,54,49,54,44,44,54,54,47,50,55,50,40,49,54,51,54,42,45,50,41,59,50,55,56,47,55,49,45,47,59,47,52,47,51,44,53,46,55,43,58,49,53,53,47,54,44,55,49,54,42,41,55,45,55,51,56,52,42,51,56,44,58,51,52,60,41,54,54,42,59,50,44,52,53,58,51,60,45,43,48,52,42,49,49,55,53,54,54,47,42,52,48,60,60,50,41,45,42,47,58,48,57,52,52,45,46,56,40,54,BF,0.346388889,0.039675583,0.343333333,0.4,0.266666667,1.5,0,0.433333333,0.566666667,0
46,50,54,49,45,56,58,51,46,59,50,45,55,59,49,60,42,46,43,48,49,59,53,47,45,55,50,44,50,53,46,54,52,59,47,41,51,59,56,44,40,52,42,55,45,55,59,44,50,41,51,57,58,46,56,46,42,47,47,43,58,60,60,52,53,60,60,50,58,49,60,55,47,47,45,56,58,48,48,60,55,44,51,46,56,44,58,48,48,59,47,55,50,51,53,50,52,44,51,42,42,54,60,44,45,48,60,45,55,51,46,45,60,51,55,55,44,45,44,55,BF,0.343,0.041076549,0.34,0.4,0.266666667,1.5,0,0.45,0.55,0
49,57,54,50,44,57,53,46,47,55,54,40,48,45,50,54,50,53,52,46,48,56,52,48,54,50,51,54,51,59,45,60,53,45,54,60,43,60,54,50,46,47,45,54,51,49,57,49,60,46,47,41,60,50,54,52,46,58,57,40,49,42,53,57,40,52,44,43,57,58,43,49,54,41,56,57,49,59,40,45,55,52,55,48,54,54,53,53,60,60,44,56,47,48,59,47,55,54,48,44,57,42,58,45,47,46,41,44,47,48,58,55,48,43,46,46,44,45,55,49,BF,0.336166667,0.038927379,0.333333333,0.4,0.266666667,1.5,0,0.55,0.45,0
52,56,52,58,40,56,53,58,40,42,48,60,47,42,48,52,55,44,50,47,50,48,58,56,53,42,41,52,57,58,41,48,56,53,41,43,50,57,53,57,58,43,40,48,52,55,60,46,51,45,54,44,55,53,44,57,43,43,50,46,46,58,50,60,53,51,55,40,50,54,54,58,50,45,52,46,50,48,51,59,55,40,55,47,42,42,56,50,42,58,56,48,42,54,52,56,46,49,60,47,60,45,40,53,56,44,55,50,48,41,55,60,47,45,60,47,53,50,60,60,BF,0.339944444,0.038656193,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
41,58,53,53,60,44,60,51,44,46,60,56,53,49,41,54,59,47,47,51,50,54,52,49,49,60,54,50,60,60,52,55,41,44,47,56,44,47,52,56,52,42,58,57,49,51,52,55,43,47,51,57,53,51,50,54,56,46,60,49,47,51,40,53,49,43,56,60,50,44,46,40,55,49,40,53,44,53,51,53,51,58,57,40,51,49,57,60,41,53,44,44,60,47,58,42,47,55,49,47,46,45,51,46,52,46,45,60,60,51,48,55,43,51,48,60,47,60,60,47,BF,0.333833333,0.03768425,0.333333333,0.4,0.266666667,1.5,0,0.558333333,0.441666667,0
58,51,57,46,50,41,47,56,48,54,48,51,44,55,48,46,56,57,47,54,44,53,56,52,57,43,52,54,42,46,56,59,45,41,52,46,58,56,48,47,55,56,46,40,51,48,51,46,53,52,57,58,46,41,46,40,53,51,54,43,52,44,50,59,58,52,46,59,47,58,46,41,57,48,44,52,54,44,48,54,52,56,60,48,46,46,45,55,52,51,40,54,43,59,42,49,45,46,42,44,54,55,50,53,50,59,52,48,55,55,57,40,50,42,48,41,45,60,60,55,BF,0.338833333,0.038171685,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
60,60,50,57,53,57,45,40,55,60,60,52,43,50,45,53,50,58,57,53,42,45,57,59,49,49,48,49,47,55,51,44,51,44,57,55,52,40,48,59,59,51,55,47,53,48,51,54,56,47,40,56,50,46,53,54,40,43,47,55,57,47,46,47,45,48,42,57,59,49,55,42,43,57,41,52,49,57,48,56,53,48,55,41,49,59,55,41,50,47,47,47,42,56,58,50,60,50,50,44,49,51,47,56,45,57,50,47,47,45,56,43,48,51,40,60,42,47,60,51,BF,0.336555556,0.037801223,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0
59,46,49,45,59,53,51,40,59,50,59,51,59,59,51,54,45,55,49,41,49,46,46,41,60,57,40,48,54,45,56,58,52,50,55,40,46,60,53,53,49,57,51,40,51,44,55,55,40,44,55,48,49,59,44,49,46,51,55,52,57,57,45,53,56,46,60,48,45,46,59,59,59,55,40,50,51,50,56,59,44,57,49,41,46,51,53,42,60,45,45,50,59,40,59,46,47,47,60,58,46,43,52,47,45,46,53,51,49,51,48,55,48,50,52,44,56,50,44,58,BF,0.336611111,0.037264,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0
54,53,51,54,40,54,48,52,52,56,46,44,52,51,48,59,55,42,40,47,48,53,44,53,44,59,49,57,54,50,46,60,53,55,50,60,44,53,47,45,40,59,58,51,44,59,50,41,51,59,56,40,50,51,48,45,54,51,56,58,50,47,55,48,42,43,59,46,44,52,57,58,41,49,54,49,50,60,43,52,50,59,48,47,47,45,50,60,49,58,43,54,50,46,52,51,44,47,55,51,44,60,49,58,44,41,48,47,59,57,52,58,46,41,51,44,46,47,52,40,BF,0.335722222,0.037332091,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
55,51,47,51,51,57,48,47,56,49,51,52,54,51,59,58,50,47,40,44,45,45,44,51,55,44,56,47,53,52,52,52,46,41,54,44,45,46,59,55,54,46,60,55,52,47,48,55,46,58,48,47,55,54,54,47,57,54,51,43,46,46,41,42,54,52,49,59,44,56,51,45,46,56,55,50,44,52,52,51,50,54,49,54,42,52,52,56,50,56,54,50,60,55,54,42,52,48,48,52,50,43,47,51,48,41,52,46,40,50,40,52,45,46,55,43,52,50,44,48,BF,0.338055556,0.041208593,0.34,0.4,0.266666667,1.5,0,0.45,0.55,0
55,49,46,55,54,50,49,41,54,49,52,58,52,50,40,60,47,50,44,53,46,40,60,53,48,54,55,49,46,57,53,47,57,60,60,40,55,49,48,57,48,44,46,56,60,45,50,47,57,55,46,49,47,55,48,46,40,46,53,55,41,46,57,46,59,55,48,56,54,52,49,60,59,60,60,42,60,57,48,47,55,46,49,48,41,60,48,55,47,55,53,50,57,42,46,58,43,48,41,50,44,60,52,48,52,57,42,60,60,53,45,46,47,50,43,41,52,60,55,60,BF,0.338777778,0.03701246,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0
41,60,49,60,49,56,54,54,51,56,51,40,43,56,54,45,41,43,49,58,60,45,51,52,45,47,52,55,60,49,47,59,40,57,47,41,43,58,48,49,44,44,46,49,52,57,51,44,49,42,57,45,57,60,49,48,45,60,57,45,48,49,60,60,45,45,52,49,49,49,57,41,49,41,56,49,59,58,47,53,55,49,42,55,49,45,60,50,51,52,49,51,42,51,40,58,58,49,52,52,43,45,60,45,46,47,58,41,60,60,60,60,60,59,44,45,60,60,58,60,BF,0.335722222,0.036471811,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
47,58,49,52,54,49,56,49,40,51,45,54,50,54,42,45,59,58,49,51,54,46,55,55,53,55,50,56,46,58,40,52,46,49,49,50,54,43,52,57,46,41,42,49,59,58,42,50,45,51,51,48,60,46,53,49,52,48,44,54,48,44,52,54,50,42,50,47,57,57,46,47,50,56,58,47,45,49,57,56,52,53,54,43,49,60,54,60,41,56,44,49,52,54,60,47,43,53,44,54,55,44,43,44,50,50,42,51,45,45,50,46,57,43,53,46,49,45,52,45,BF,0.336222222,0.03491201,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
51,54,55,51,47,44,58,46,48,45,56,58,45,52,50,48,56,52,53,46,46,58,57,50,50,56,54,51,56,43,60,51,49,40,45,57,41,44,50,46,51,56,47,43,60,49,58,52,47,56,60,60,54,56,47,58,46,53,51,58,46,46,50,52,51,55,54,42,51,52,47,55,47,51,56,44,52,58,47,50,55,42,56,53,51,52,41,52,45,57,47,54,41,55,45,58,40,41,52,41,45,40,50,40,55,53,48,49,46,41,54,60,50,48,47,51,60,52,42,60,BF,0.336222222,0.036999844,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0
47,57,57,48,48,50,52,59,50,51,45,58,54,47,57,51,46,42,54,51,51,56,52,56,53,54,53,57,54,40,49,52,41,43,44,50,42,58,43,47,41,42,48,55,60,49,51,57,48,41,60,45,46,56,48,55,55,50,40,43,42,60,57,45,53,45,42,48,54,51,49,51,53,48,59,55,54,60,60,60,60,53,49,56,60,59,48,51,48,56,47,54,52,58,55,51,56,49,41,43,45,47,50,40,53,58,49,60,60,60,47,44,40,46,60,60,46,47,43,60,BF,0.336444444,0.037889547,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0
58,49,43,51,50,53,50,50,55,55,49,45,51,49,47,53,48,44,49,53,51,58,59,41,51,58,51,49,48,45,60,56,50,47,48,55,59,43,48,54,50,51,46,56,56,41,46,55,51,59,50,50,40,51,51,49,49,41,51,44,43,56,52,51,50,48,50,55,45,40,43,54,54,59,49,60,49,50,41,49,51,51,42,49,55,52,51,59,56,40,50,53,56,53,50,60,41,41,52,52,49,42,46,50,40,51,47,45,54,59,51,59,43,46,45,59,55,51,59,60,BF,0.336055556,0.037168663,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0
54,46,56,51,47,59,51,47,53,40,56,43,53,50,47,60,44,54,54,54,52,47,57,54,52,52,47,51,47,48,55,57,50,58,43,52,46,46,60,53,51,50,55,54,45,48,52,41,46,43,49,53,48,54,49,49,60,44,59,47,52,50,60,60,44,40,48,41,53,44,53,58,46,46,52,49,49,60,47,52,56,56,45,55,55,59,54,44,51,52,50,43,56,56,43,44,50,60,59,42,50,49,44,51,53,49,40,53,42,56,47,48,48,54,55,48,44,46,49,46,BF,0.334833333,0.033954575,0.333333333,0.393333333,0.266666667,1.475,0,0.525,0.475,0
54,55,59,41,51,58,51,54,56,40,41,56,52,53,56,40,45,45,60,41,54,48,53,50,55,42,53,52,53,52,45,42,47,48,56,42,60,50,42,40,53,55,59,49,48,58,56,44,54,47,58,42,59,45,50,47,60,56,52,50,55,49,59,55,53,60,50,51,53,50,42,56,60,48,40,48,56,49,42,49,41,44,52,49,53,42,51,40,48,43,52,55,45,42,52,43,57,50,55,48,48,43,60,55,55,58,42,48,48,46,47,46,47,44,49,53,60,60,56,60,BF,0.34,0.040223465,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
51,56,56,49,55,54,41,60,60,43,59,51,54,46,45,50,50,56,57,51,51,54,45,60,44,43,54,48,47,56,40,48,48,42,60,49,50,59,55,50,54,50,51,41,46,52,47,56,47,59,49,45,51,56,57,50,49,58,57,43,49,43,51,47,54,43,54,50,42,41,50,55,44,50,48,60,52,46,48,57,49,56,47,42,56,50,50,57,44,60,48,44,50,43,50,60,50,55,42,50,50,60,50,60,55,60,51,47,45,46,54,60,46,45,47,51,45,44,52,44,BF,0.339777778,0.040036709,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
50,50,52,50,49,60,49,44,46,52,50,52,52,54,52,46,57,49,52,58,54,44,48,40,56,44,59,42,49,47,40,57,58,50,57,46,52,50,60,54,51,52,55,52,41,58,47,46,59,57,40,40,45,50,49,53,52,50,48,50,49,51,49,57,59,48,41,46,50,47,45,53,46,44,49,58,55,42,43,48,50,58,55,44,52,42,46,60,59,46,49,60,43,57,53,49,51,50,60,57,52,40,58,60,40,60,52,41,52,45,52,56,55,42,53,57,50,42,43,46,BF,0.336333333,0.038475622,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
56,49,52,52,48,53,49,46,54,56,50,54,40,52,56,46,45,41,56,54,52,57,60,48,41,52,52,42,52,46,52,46,48,54,53,57,56,40,48,53,45,41,60,52,57,59,45,48,41,48,50,52,45,46,59,58,43,47,53,45,52,55,52,60,49,52,41,54,46,58,58,43,49,49,43,60,58,48,51,57,41,57,42,40,47,50,58,59,48,51,42,58,60,49,48,60,55,41,44,46,49,41,49,49,42,52,45,43,51,46,58,60,60,54,47,41,46,49,60,60,BF,0.336611111,0.038409031,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0
46,56,53,55,51,55,54,53,49,44,56,43,48,59,51,60,40,60,51,42,58,49,58,43,53,55,56,54,60,47,50,55,55,45,55,49,43,56,58,48,48,51,51,42,49,59,53,48,49,49,58,42,59,49,55,53,52,51,40,53,53,44,60,60,51,47,40,55,41,49,47,45,54,45,55,47,60,60,55,42,55,58,48,51,60,42,44,47,54,50,52,56,47,42,59,60,41,60,49,49,53,43,46,53,60,60,43,52,44,49,44,40,49,52,46,51,44,60,53,60,BF,0.335666667,0.033144,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
56,45,49,50,55,56,52,46,55,55,55,40,45,42,49,54,56,51,50,49,58,51,41,50,56,51,53,56,48,50,55,52,57,50,46,60,51,53,51,46,56,50,56,52,51,44,47,53,46,45,50,43,52,56,56,55,40,59,47,46,40,41,53,51,45,49,42,58,44,46,54,45,56,52,51,60,50,40,49,47,54,57,47,46,48,56,58,43,49,51,42,52,50,59,56,52,60,60,53,50,50,54,42,57,51,43,41,54,42,54,42,48,46,47,46,47,46,56,55,60,BF,0.335611111,0.037578386,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
53,53,46,58,59,48,57,57,46,51,57,49,55,49,46,49,43,59,60,52,54,50,58,44,46,51,41,54,55,53,57,41,58,44,57,52,58,42,48,43,41,53,51,60,60,53,56,58,40,52,56,49,41,50,54,46,55,44,52,52,49,57,40,51,48,51,41,44,52,58,57,51,49,40,55,42,59,51,47,53,50,51,58,47,58,46,52,46,56,59,45,42,48,51,50,49,51,58,56,53,60,60,55,40,50,53,53,44,43,53,45,41,48,52,41,52,49,50,41,46,BF,0.335722222,0.035747803,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
59,45,47,59,59,44,59,54,51,51,45,46,59,49,60,47,58,40,48,41,49,58,57,54,45,53,53,46,60,44,60,45,53,45,57,59,50,52,58,59,44,55,47,41,49,57,53,43,40,51,40,54,59,50,54,40,56,59,49,49,47,54,41,60,48,55,55,58,48,45,51,47,54,52,42,51,60,40,60,44,45,53,40,54,49,56,57,51,49,57,55,54,42,42,59,45,60,43,55,44,47,49,48,52,53,41,53,57,50,43,49,50,49,57,44,53,60,51,60,46,BF,0.333111111,0.035863975,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
53,50,54,48,52,55,43,47,48,51,46,60,53,40,50,50,45,55,48,58,59,48,52,49,56,53,55,50,52,49,43,41,52,50,58,59,50,52,58,57,40,52,42,41,54,41,55,60,41,46,46,53,57,59,50,52,48,50,58,48,52,56,45,59,48,52,55,44,45,60,44,55,45,41,50,45,50,43,50,52,50,52,53,50,53,55,52,57,59,50,50,46,42,41,41,50,47,43,54,52,42,50,53,45,60,44,54,40,52,52,55,59,45,43,48,46,47,44,55,52,BF,0.337888889,0.039388257,0.34,0.4,0.266666667,1.5,0,0.416666667,0.583333333,0
60,47,53,57,54,47,51,53,43,46,56,51,50,43,40,57,60,60,54,50,46,43,49,59,45,55,55,60,48,40,50,46,59,52,58,54,53,53,40,52,41,51,46,43,57,52,45,43,54,50,52,53,43,56,60,44,49,46,46,55,42,47,59,54,54,46,53,51,57,46,54,49,48,59,47,41,54,43,53,47,44,50,46,57,54,50,48,57,47,43,52,53,51,51,60,46,60,42,46,57,56,53,47,60,60,60,60,45,43,46,50,54,41,47,54,54,50,56,49,46,BF,0.3365,0.036555344,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
57,48,57,52,41,47,54,52,45,49,51,55,54,54,47,49,47,60,50,56,49,40,49,50,51,47,53,50,45,57,51,57,45,53,57,49,41,59,40,42,48,49,59,59,47,51,56,48,57,56,53,48,41,52,54,50,51,51,50,54,44,51,54,50,54,43,42,49,54,56,53,49,60,56,41,41,42,51,49,43,59,55,51,45,46,47,47,45,56,59,47,53,45,42,57,47,55,40,54,54,44,42,48,53,51,42,46,55,49,47,57,58,44,46,46,46,48,46,46,56,BF,0.344944444,0.037578386,0.346666667,0.4,0.266666667,1.5,0,0.416666667,0.583333333,0
59,46,48,60,60,58,51,42,45,56,58,49,54,53,53,51,49,50,43,60,51,43,60,50,51,55,46,49,54,43,48,59,44,59,54,47,52,48,56,60,60,56,46,54,46,48,41,60,43,56,45,53,54,50,54,51,46,59,60,40,47,46,45,54,50,40,50,59,48,44,54,48,44,46,60,45,54,43,41,54,51,51,50,45,54,43,49,46,48,53,49,57,44,60,46,47,49,54,60,50,48,48,44,54,59,45,52,50,48,60,60,60,40,60,46,54,42,54,60,60,BF,0.342666667,0.037087224,0.34,0.4,0.266666667,1.5,0,0.441666667,0.558333333,0
45,60,50,44,50,53,53,50,54,56,54,54,41,58,51,40,41,60,60,50,44,54,48,53,54,46,52,49,57,53,40,53,54,59,51,49,59,54,56,58,40,42,40,44,49,54,50,56,54,51,57,43,60,50,46,52,53,52,51,55,40,40,51,43,53,49,50,42,58,56,54,60,49,40,44,51,49,45,50,48,54,47,52,44,52,43,55,42,44,57,54,50,53,52,54,41,54,56,53,52,55,59,41,50,52,41,42,43,46,53,45,49,48,52,60,45,50,44,52,50,BF,0.335833333,0.037063677,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
49,59,42,56,52,49,50,51,49,50,58,50,51,55,55,59,60,47,53,56,50,54,53,53,40,45,60,59,41,42,49,43,45,57,46,58,49,47,48,42,47,55,51,48,51,60,45,58,51,49,45,41,58,55,43,43,46,54,49,54,49,58,60,49,48,47,55,57,53,60,50,41,54,45,59,40,51,40,49,44,59,54,50,51,58,42,54,49,51,42,46,40,47,47,57,56,48,43,49,53,42,48,54,46,53,43,41,58,50,55,46,49,47,55,57,53,42,48,57,53,BF,0.335722222,0.038995758,0.326666667,0.4,0.266666667,1.5,0,0.541666667,0.458333333,0
51,57,57,52,54,56,45,57,53,51,56,46,51,42,40,43,48,41,53,48,52,56,54,49,55,58,45,49,57,41,50,50,47,50,47,47,42,57,56,46,54,47,50,54,54,53,55,42,49,60,59,50,41,53,41,43,48,49,58,47,57,47,45,53,46,50,56,47,46,43,51,48,58,48,57,50,44,54,55,46,47,51,53,42,46,57,48,45,49,58,50,53,48,54,56,54,51,44,54,54,58,49,46,59,48,51,50,50,57,42,42,52,49,43,48,43,46,50,54,59,BF,0.340333333,0.04035186,0.346666667,0.4,0.266666667,1.5,0,0.425,0.575,0
55,55,40,56,45,57,50,49,45,58,48,60,42,43,55,54,48,55,47,55,47,44,55,51,41,49,52,46,54,49,60,46,41,57,56,44,47,45,52,55,53,51,49,57,52,50,41,43,46,56,57,46,55,47,50,45,53,55,58,42,50,54,56,58,40,49,42,54,55,58,50,51,44,43,54,55,48,42,54,54,58,49,41,57,49,53,54,43,43,47,55,42,47,45,48,50,54,47,44,57,55,50,49,56,56,45,52,45,42,46,46,47,54,60,49,43,47,57,49,57,BF,0.335333333,0.036816348,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0
